count,from,to,timeframe,start,end
313,ernestosalas11,mspuruguay,142,2020-06-17 00:49:23,2020-06-17 14:47:05
314,ernestosalas11,vtvcanal8,142,2020-06-17 00:49:23,2020-06-17 14:47:05
315,ernestosalas11,presidenciard,142,2020-06-17 00:49:23,2020-06-17 14:47:05
316,ernestosalas11,vicevenezuela,142,2020-06-17 00:49:23,2020-06-17 14:47:05
317,ernestosalas11,saludpublicard,142,2020-06-17 00:49:23,2020-06-17 14:47:05
318,dualbertocarlos,felicitasbv,143,2020-06-17 00:54:11,2020-06-17 14:47:05
319,dualbertocarlos,youtube,143,2020-06-17 00:54:11,2020-06-17 14:47:05
320,caromagnalardo,stemaggiolini8,144,2020-06-17 01:03:14,2020-06-17 14:47:05
321,virginiacorral4,vtvnoticiasuy,145,2020-06-17 01:10:46,2020-06-17 14:47:05
322,virginiacorral4,vtvuruguay,145,2020-06-17 01:10:46,2020-06-17 14:47:05
323,simplementeanab,hirabluethaila4,146,2020-06-17 01:16:44,2020-06-17 14:47:05
324,santiag28734779,antarticouy,147,2020-06-17 01:18:43,2020-06-17 14:47:05
325,diariodecuba,cyrus_kuba,148,2020-06-17 01:37:37,2020-06-17 14:47:05
326,cr04704n,cyrus_kuba,149,2020-06-17 01:50:55,2020-06-17 14:47:05
327,dorticososvaldo,ernesto_talvi,150,2020-06-17 02:09:11,2020-06-17 14:47:05
328,dorticososvaldo,cyrus_kuba,150,2020-06-17 02:09:11,2020-06-17 14:47:05
329,percyvale21,juliette_io,151,2020-06-17 02:23:38,2020-06-17 14:47:05
330,bbussolati,jptosar,152,2020-06-17 02:34:55,2020-06-17 14:47:05
331,bbussolati,labwitwer,152,2020-06-17 02:34:55,2020-06-17 14:47:05
332,bbussolati,ipmontevideo,152,2020-06-17 02:34:55,2020-06-17 14:47:05
333,bbussolati,udelaruy,152,2020-06-17 02:34:55,2020-06-17 14:47:05
334,troglieroji,libertariocaba,153,2020-06-17 02:40:49,2020-06-17 14:47:05
335,troglieroji,eberpuma,153,2020-06-17 02:40:49,2020-06-17 14:47:05
336,vzlanonomanaus,oimuruguay,154,2020-06-17 03:13:37,2020-06-17 14:47:05
337,hecho_en_cuba,cyrus_kuba,155,2020-06-17 03:17:17,2020-06-17 14:47:05
338,publismedios,publismedios,156,2020-06-17 03:41:00,2020-06-17 14:47:05
339,bjyx,dreamfactory_ok,157,2020-06-17 04:26:02,2020-06-17 14:47:05
340,kubaking4,cyrus_kuba,158,2020-06-17 04:28:01,2020-06-17 14:47:05
341,judoinside,pabloaprauy,159,2020-06-17 04:47:37,2020-06-17 14:47:05
342,letiziacaputi,vtvnoticiasuy,160,2020-06-17 04:47:59,2020-06-17 14:47:05
343,letiziacaputi,vtvuruguay,160,2020-06-17 04:47:59,2020-06-17 14:47:05
344,storeboard,mktdeportivouy,161,2020-06-17 04:51:39,2020-06-17 14:47:05
345,todotvnews,canal10uruguay,162,2020-06-17 05:05:15,2020-06-17 14:47:05
346,diegorodsen,vicenteplatafao,163,2020-06-17 05:28:38,2020-06-17 14:47:05
347,diegorodsen,faouruguay,163,2020-06-17 05:28:38,2020-06-17 14:47:05
348,mbazzino,vtvnoticiasuy,164,2020-06-17 05:48:20,2020-06-17 14:47:05
349,mbazzino,vtvuruguay,164,2020-06-17 05:48:20,2020-06-17 14:47:05
350,antologiaradio,barrymanilow,165,2020-06-17 05:57:04,2020-06-17 14:47:05
351,pablofuentes73,meriparrado,166,2020-06-17 05:58:17,2020-06-17 14:47:05
352,pablofuentes73,carasycaretasuy,166,2020-06-17 05:58:17,2020-06-17 14:47:05
353,pablofuentes73,leagrille,166,2020-06-17 05:58:17,2020-06-17 14:47:05
354,pablofuentes73,ricardopose1,166,2020-06-17 05:58:17,2020-06-17 14:47:05
355,pablofuentes73,verocab,166,2020-06-17 05:58:17,2020-06-17 14:47:05
356,pablofuentes73,germanavilan,166,2020-06-17 05:58:17,2020-06-17 14:47:05
357,jberdeguefao,sup_uruguay,167,2020-06-17 05:58:28,2020-06-17 14:47:05
358,f7jvk0yaxtq10tq,puntadelestes,168,2020-06-17 05:59:01,2020-06-17 14:47:05
359,f7jvk0yaxtq10tq,metsul,168,2020-06-17 05:59:01,2020-06-17 14:47:05
360,f7jvk0yaxtq10tq,uruguay_natural,168,2020-06-17 05:59:01,2020-06-17 14:47:05
361,f7jvk0yaxtq10tq,estacion_bcp,168,2020-06-17 05:59:01,2020-06-17 14:47:05
362,f7jvk0yaxtq10tq,metfloridauy,168,2020-06-17 05:59:01,2020-06-17 14:47:05
363,f7jvk0yaxtq10tq,uruguaypostales,168,2020-06-17 05:59:01,2020-06-17 14:47:05
364,f7jvk0yaxtq10tq,meteorologiauy,168,2020-06-17 05:59:01,2020-06-17 14:47:05
365,f7jvk0yaxtq10tq,wmo,168,2020-06-17 05:59:01,2020-06-17 14:47:05
366,f7jvk0yaxtq10tq,destinopiria,168,2020-06-17 05:59:01,2020-06-17 14:47:05
367,f7jvk0yaxtq10tq,meteonacho,168,2020-06-17 05:59:01,2020-06-17 14:47:05
368,f7jvk0yaxtq10tq,boleadorcharrua,168,2020-06-17 05:59:01,2020-06-17 14:47:05
369,f7jvk0yaxtq10tq,meteofedex,168,2020-06-17 05:59:01,2020-06-17 14:47:05
370,wilsonorge,santi_urrutia,169,2020-06-17 06:00:48,2020-06-17 14:47:05
371,wilsonorge,hmdmotorsports,169,2020-06-17 06:00:48,2020-06-17 14:47:05
372,wilsonorge,fr_americas,169,2020-06-17 06:00:48,2020-06-17 14:47:05
373,antologiaradio,coldplay,170,2020-06-17 06:09:06,2020-06-17 14:47:05
374,jberdeguefao,opsoms,171,2020-06-17 06:10:58,2020-06-17 14:47:05
375,jberdeguefao,fao,171,2020-06-17 06:10:58,2020-06-17 14:47:05
376,cscaldera,juventudpsuv,172,2020-06-17 06:14:46,2020-06-17 14:47:05
377,cscaldera,presentes_docu,172,2020-06-17 06:14:46,2020-06-17 14:47:05
378,cscaldera,redeuropave,172,2020-06-17 06:14:46,2020-06-17 14:47:05
379,cscaldera,vtvcanal8,172,2020-06-17 06:14:46,2020-06-17 14:47:05
380,cscaldera,telesurtv,172,2020-06-17 06:14:46,2020-06-17 14:47:05
381,mmm4mothers,ceprodih,173,2020-06-17 06:14:51,2020-06-17 14:47:05
382,kikezapatero,vtvnoticiasuy,174,2020-06-17 06:16:55,2020-06-17 14:47:05
383,kikezapatero,vtvuruguay,174,2020-06-17 06:16:55,2020-06-17 14:47:05
384,dagasre,vtvcanal8,175,2020-06-17 06:20:39,2020-06-17 14:47:05
385,dagasre,telesurtv,175,2020-06-17 06:20:39,2020-06-17 14:47:05
386,dagasre,juventudpsuv,175,2020-06-17 06:20:39,2020-06-17 14:47:05
387,dagasre,presentes_docu,175,2020-06-17 06:20:39,2020-06-17 14:47:05
388,dagasre,redeuropave,175,2020-06-17 06:20:39,2020-06-17 14:47:05
389,embavenezfil,telesurtv,176,2020-06-17 06:21:34,2020-06-17 14:47:05
390,embavenezfil,juventudpsuv,176,2020-06-17 06:21:34,2020-06-17 14:47:05
391,embavenezfil,presentes_docu,176,2020-06-17 06:21:34,2020-06-17 14:47:05
392,embavenezfil,redeuropave,176,2020-06-17 06:21:34,2020-06-17 14:47:05
393,embavenezfil,vtvcanal8,176,2020-06-17 06:21:34,2020-06-17 14:47:05
394,rhm1947,vtvcanal8,177,2020-06-17 06:27:00,2020-06-17 14:47:05
395,rhm1947,presentes_docu,177,2020-06-17 06:27:00,2020-06-17 14:47:05
396,rhm1947,redeuropave,177,2020-06-17 06:27:00,2020-06-17 14:47:05
397,rhm1947,telesurtv,177,2020-06-17 06:27:00,2020-06-17 14:47:05
398,rhm1947,juventudpsuv,177,2020-06-17 06:27:00,2020-06-17 14:47:05
399,antologiaradio,paulinarubio,178,2020-06-17 06:30:17,2020-06-17 14:47:05
400,perfilcom,clarafescudero,179,2020-06-17 06:34:41,2020-06-17 14:47:05
401,judofrance,sugoi66,180,2020-06-17 06:35:31,2020-06-17 14:47:05
402,chichoxris,clarafescudero,181,2020-06-17 06:36:53,2020-06-17 14:47:05
403,aponwaog,presentes_docu,182,2020-06-17 06:37:49,2020-06-17 14:47:05
404,aponwaog,redeuropave,182,2020-06-17 06:37:49,2020-06-17 14:47:05
405,aponwaog,vtvcanal8,182,2020-06-17 06:37:49,2020-06-17 14:47:05
406,aponwaog,telesurtv,182,2020-06-17 06:37:49,2020-06-17 14:47:05
407,aponwaog,juventudpsuv,182,2020-06-17 06:37:49,2020-06-17 14:47:05
408,liliana60781829,telesurtv,183,2020-06-17 06:39:04,2020-06-17 14:47:05
409,liliana60781829,juventudpsuv,183,2020-06-17 06:39:04,2020-06-17 14:47:05
410,liliana60781829,vtvcanal8,183,2020-06-17 06:39:04,2020-06-17 14:47:05
411,liliana60781829,presentes_docu,183,2020-06-17 06:39:04,2020-06-17 14:47:05
412,liliana60781829,redeuropave,183,2020-06-17 06:39:04,2020-06-17 14:47:05
413,fcukierman,vtvnoticiasuy,184,2020-06-17 06:41:00,2020-06-17 14:47:05
414,fcukierman,vtvuruguay,184,2020-06-17 06:41:00,2020-06-17 14:47:05
415,fernandopower,vtvnoticiasuy,185,2020-06-17 06:42:26,2020-06-17 14:47:05
416,fernandopower,vtvuruguay,185,2020-06-17 06:42:26,2020-06-17 14:47:05
417,lamarreyniel,ernesto_talvi,186,2020-06-17 06:42:55,2020-06-17 14:47:05
418,lamarreyniel,cyrus_kuba,186,2020-06-17 06:42:55,2020-06-17 14:47:05
419,lamarreyniel,ernesto_talvi,187,2020-06-17 06:43:07,2020-06-17 14:47:05
420,lamarreyniel,cyrus_kuba,187,2020-06-17 06:43:07,2020-06-17 14:47:05
421,fafam70,clarafescudero,188,2020-06-17 06:48:05,2020-06-17 14:47:05
422,soumastree,vtvnoticiasuy,189,2020-06-17 06:49:14,2020-06-17 14:47:05
423,soumastree,vtvuruguay,189,2020-06-17 06:49:14,2020-06-17 14:47:05
424,durazno1460,presentes_docu,190,2020-06-17 06:51:28,2020-06-17 14:47:05
425,durazno1460,redeuropave,190,2020-06-17 06:51:28,2020-06-17 14:47:05
426,durazno1460,vtvcanal8,190,2020-06-17 06:51:28,2020-06-17 14:47:05
427,durazno1460,telesurtv,190,2020-06-17 06:51:28,2020-06-17 14:47:05
428,durazno1460,juventudpsuv,190,2020-06-17 06:51:28,2020-06-17 14:47:05
429,jader_go,spinmaticent,191,2020-06-17 06:54:36,2020-06-17 14:47:05
430,ivansasovsky,iprofesional,192,2020-06-17 07:04:31,2020-06-17 14:47:05
431,ivansasovsky,ivansasovsky,192,2020-06-17 07:04:31,2020-06-17 14:47:05
432,barbara_bitar,cyrus_kuba,193,2020-06-17 07:07:02,2020-06-17 14:47:05
433,sdevincenzo,cyrus_kuba,194,2020-06-17 07:07:52,2020-06-17 14:47:05
434,valenluciana,ivansasovsky,195,2020-06-17 07:08:38,2020-06-17 14:47:05
435,valenluciana,iprofesional,195,2020-06-17 07:08:38,2020-06-17 14:47:05
436,nalleye,juventudpsuv,196,2020-06-17 07:09:04,2020-06-17 14:47:05
437,nalleye,vtvcanal8,196,2020-06-17 07:09:04,2020-06-17 14:47:05
438,nalleye,presentes_docu,196,2020-06-17 07:09:04,2020-06-17 14:47:05
439,nalleye,redeuropave,196,2020-06-17 07:09:04,2020-06-17 14:47:05
440,nalleye,telesurtv,196,2020-06-17 07:09:04,2020-06-17 14:47:05
441,sudamericarugby,dmagno89,197,2020-06-17 07:10:19,2020-06-17 14:47:05
442,sudamericarugby,hou_sabercats,197,2020-06-17 07:10:19,2020-06-17 14:47:05
443,sudamericarugby,terosxv,197,2020-06-17 07:10:19,2020-06-17 14:47:05
444,sudamericarugby,mvccuy,197,2020-06-17 07:10:19,2020-06-17 14:47:05
445,pedrohmendez1,buquebus_ar,198,2020-06-17 07:12:21,2020-06-17 14:47:05
446,rugbyuruguay,hou_sabercats,199,2020-06-17 07:14:42,2020-06-17 14:47:05
447,rugbyuruguay,terosxv,199,2020-06-17 07:14:42,2020-06-17 14:47:05
448,rugbyuruguay,mvccuy,199,2020-06-17 07:14:42,2020-06-17 14:47:05
449,rugbyuruguay,dmagno89,199,2020-06-17 07:14:42,2020-06-17 14:47:05
450,lachy77,almagro_oea2015,200,2020-06-17 07:15:06,2020-06-17 14:47:05
451,florecitavanden,sup_uruguay,201,2020-06-17 07:19:29,2020-06-17 14:47:05
452,cnnradiorosario,chapoduran,202,2020-06-17 07:20:57,2020-06-17 14:47:05
453,caninator,redeuropave,203,2020-06-17 07:24:08,2020-06-17 14:47:05
454,caninator,vtvcanal8,203,2020-06-17 07:24:08,2020-06-17 14:47:05
455,caninator,telesurtv,203,2020-06-17 07:24:08,2020-06-17 14:47:05
456,caninator,juventudpsuv,203,2020-06-17 07:24:08,2020-06-17 14:47:05
457,caninator,presentes_docu,203,2020-06-17 07:24:08,2020-06-17 14:47:05
458,lulalibreznbsas,redeuropave,204,2020-06-17 07:24:22,2020-06-17 14:47:05
459,lulalibreznbsas,telesurtv,204,2020-06-17 07:24:22,2020-06-17 14:47:05
460,lulalibreznbsas,juventudpsuv,204,2020-06-17 07:24:22,2020-06-17 14:47:05
461,lulalibreznbsas,vtvcanal8,204,2020-06-17 07:24:22,2020-06-17 14:47:05
462,lulalibreznbsas,presentes_docu,204,2020-06-17 07:24:22,2020-06-17 14:47:05
463,maggiebu1,lajeantonio,205,2020-06-17 07:26:32,2020-06-17 14:47:05
464,mayaro1,ivansasovsky,206,2020-06-17 07:27:01,2020-06-17 14:47:05
465,mayaro1,iprofesional,206,2020-06-17 07:27:01,2020-06-17 14:47:05
466,beatrizdavyt,ernesto_talvi,207,2020-06-17 07:27:15,2020-06-17 14:47:05
467,beatrizdavyt,luislacallepou,207,2020-06-17 07:27:15,2020-06-17 14:47:05
468,silviamende5,almagro_oea2015,208,2020-06-17 07:28:49,2020-06-17 14:47:05
469,lezaky,vtvcanal8,209,2020-06-17 07:29:38,2020-06-17 14:47:05
470,lezaky,presentes_docu,209,2020-06-17 07:29:38,2020-06-17 14:47:05
471,lezaky,redeuropave,209,2020-06-17 07:29:38,2020-06-17 14:47:05
472,lezaky,telesurtv,209,2020-06-17 07:29:38,2020-06-17 14:47:05
473,lezaky,juventudpsuv,209,2020-06-17 07:29:38,2020-06-17 14:47:05
474,noeliapedraza7,almagro_oea2015,210,2020-06-17 07:34:01,2020-06-17 14:47:05
475,d__calero,vtvnoticiasuy,211,2020-06-17 07:34:34,2020-06-17 14:47:05
476,d__calero,vtvuruguay,211,2020-06-17 07:34:34,2020-06-17 14:47:05
477,doubleese,googleactivate,212,2020-06-17 07:37:46,2020-06-17 14:47:05
478,doubleese,sexosinsecretos,212,2020-06-17 07:37:46,2020-06-17 14:47:05
479,carmen197713,chapoduran,213,2020-06-17 07:39:20,2020-06-17 14:47:05
480,ladrinegrita,clarafescudero,214,2020-06-17 07:39:42,2020-06-17 14:47:05
481,diegoruete,faouruguay,215,2020-06-17 07:40:18,2020-06-17 14:47:05
482,diegoruete,vicenteplatafao,215,2020-06-17 07:40:18,2020-06-17 14:47:05
483,isbelioacosta,redeuropave,216,2020-06-17 07:41:36,2020-06-17 14:47:05
484,isbelioacosta,telesurtv,216,2020-06-17 07:41:36,2020-06-17 14:47:05
485,isbelioacosta,juventudpsuv,216,2020-06-17 07:41:36,2020-06-17 14:47:05
486,isbelioacosta,vtvcanal8,216,2020-06-17 07:41:36,2020-06-17 14:47:05
487,isbelioacosta,presentes_docu,216,2020-06-17 07:41:36,2020-06-17 14:47:05
488,iacaetano,sujetosuy,217,2020-06-17 07:44:22,2020-06-17 14:47:05
489,diariodecuba,cyrus_kuba,218,2020-06-17 07:44:31,2020-06-17 14:47:05
490,lt9lider,aledebarbieri,219,2020-06-17 07:47:27,2020-06-17 14:47:05
491,lt9lider,aledebarbieri,220,2020-06-17 07:48:11,2020-06-17 14:47:05
492,lt9lider,aledebarbieri,221,2020-06-17 07:49:14,2020-06-17 14:47:05
493,lt9lider,aledebarbieri,222,2020-06-17 07:49:35,2020-06-17 14:47:05
494,fcasaluy,standard_rscl,223,2020-06-17 07:52:29,2020-06-17 14:47:05
495,fcasaluy,proleaguebe,223,2020-06-17 07:52:29,2020-06-17 14:47:05
496,fcasaluy,jpleaguefr,223,2020-06-17 07:52:29,2020-06-17 14:47:05
497,8strellas,vtvcanal8,224,2020-06-17 07:53:42,2020-06-17 14:47:05
498,8strellas,telesurtv,224,2020-06-17 07:53:42,2020-06-17 14:47:05
499,8strellas,juventudpsuv,224,2020-06-17 07:53:42,2020-06-17 14:47:05
500,8strellas,presentes_docu,224,2020-06-17 07:53:42,2020-06-17 14:47:05
501,8strellas,redeuropave,224,2020-06-17 07:53:42,2020-06-17 14:47:05
502,arestop,ernesto_talvi,225,2020-06-17 07:53:43,2020-06-17 14:47:05
503,arestop,cyrus_kuba,225,2020-06-17 07:53:43,2020-06-17 14:47:05
504,arestop,cyrus_kuba,226,2020-06-17 07:53:59,2020-06-17 14:47:05
505,arestop,ernesto_talvi,226,2020-06-17 07:53:59,2020-06-17 14:47:05
506,dmagno89,terosxv,227,2020-06-17 07:56:53,2020-06-17 14:47:05
507,dmagno89,mvccuy,227,2020-06-17 07:56:53,2020-06-17 14:47:05
508,dmagno89,dmagno89,227,2020-06-17 07:56:53,2020-06-17 14:47:05
509,dmagno89,hou_sabercats,227,2020-06-17 07:56:53,2020-06-17 14:47:05
510,caliimma,telesurtv,228,2020-06-17 07:57:55,2020-06-17 14:47:05
511,caliimma,juventudpsuv,228,2020-06-17 07:57:55,2020-06-17 14:47:05
512,caliimma,presentes_docu,228,2020-06-17 07:57:55,2020-06-17 14:47:05
513,caliimma,redeuropave,228,2020-06-17 07:57:55,2020-06-17 14:47:05
514,caliimma,vtvcanal8,228,2020-06-17 07:57:55,2020-06-17 14:47:05
515,ramonra85539197,cyrus_kuba,229,2020-06-17 08:03:45,2020-06-17 14:47:05
516,raquel_botana,vtvnoticiasuy,230,2020-06-17 08:07:32,2020-06-17 14:47:05
517,raquel_botana,vtvuruguay,230,2020-06-17 08:07:32,2020-06-17 14:47:05
518,carmen197713,arqm80,231,2020-06-17 08:09:54,2020-06-17 14:47:05
519,carmen197713,931_fm,231,2020-06-17 08:09:54,2020-06-17 14:47:05
520,jaimeclara,delicatessenuy,232,2020-06-17 08:10:47,2020-06-17 14:47:05
521,somosmasuruguay,cyrus_kuba,233,2020-06-17 08:11:10,2020-06-17 14:47:05
522,danisilla2,jpleaguefr,234,2020-06-17 08:13:48,2020-06-17 14:47:05
523,danisilla2,standard_rscl,234,2020-06-17 08:13:48,2020-06-17 14:47:05
524,danisilla2,proleaguebe,234,2020-06-17 08:13:48,2020-06-17 14:47:05
525,marcossotouy,infouy,235,2020-06-17 08:14:27,2020-06-17 14:47:05
526,marcossotouy,mgonzalez_ok,235,2020-06-17 08:14:27,2020-06-17 14:47:05
527,931_fm,arqm80,236,2020-06-17 08:16:50,2020-06-17 14:47:05
528,931_fm,931_fm,236,2020-06-17 08:16:50,2020-06-17 14:47:05
529,norahlfy,crlitvin,237,2020-06-17 08:18:22,2020-06-17 14:47:05
530,marcossotouy,elpaisuy,238,2020-06-17 08:18:26,2020-06-17 14:47:05
531,dipouy,elpaisuy,239,2020-06-17 08:20:17,2020-06-17 14:47:05
532,jbatki,sup_uruguay,240,2020-06-17 08:21:56,2020-06-17 14:47:05
533,aledebarbieri,aledebarbieri,241,2020-06-17 08:22:37,2020-06-17 14:47:05
534,gtpintado,meriparrado,242,2020-06-17 08:22:42,2020-06-17 14:47:05
535,gtpintado,carasycaretasuy,242,2020-06-17 08:22:42,2020-06-17 14:47:05
536,gtpintado,leagrille,242,2020-06-17 08:22:42,2020-06-17 14:47:05
537,gtpintado,ricardopose1,242,2020-06-17 08:22:42,2020-06-17 14:47:05
538,gtpintado,verocab,242,2020-06-17 08:22:42,2020-06-17 14:47:05
539,gtpintado,germanavilan,242,2020-06-17 08:22:42,2020-06-17 14:47:05
540,aledebarbieri,aledebarbieri,243,2020-06-17 08:22:45,2020-06-17 14:47:05
541,abenavidesgol1,proleaguebe,244,2020-06-17 08:24:40,2020-06-17 14:47:05
542,abenavidesgol1,jpleaguefr,244,2020-06-17 08:24:40,2020-06-17 14:47:05
543,abenavidesgol1,standard_rscl,244,2020-06-17 08:24:40,2020-06-17 14:47:05
544,guilhermeorto,jefersoncoronel,245,2020-06-17 08:25:19,2020-06-17 14:47:05
545,arqm80,931_fm,246,2020-06-17 08:33:01,2020-06-17 14:47:05
546,arqm80,arqm80,246,2020-06-17 08:33:01,2020-06-17 14:47:05
547,johacalderon11,proleaguebe,247,2020-06-17 08:34:43,2020-06-17 14:47:05
548,johacalderon11,jpleaguefr,247,2020-06-17 08:34:43,2020-06-17 14:47:05
549,johacalderon11,standard_rscl,247,2020-06-17 08:34:43,2020-06-17 14:47:05
550,puntosdvistarnu,luiscus,248,2020-06-17 08:42:04,2020-06-17 14:47:05
551,santitotorres,vtvnoticiasuy,249,2020-06-17 08:45:13,2020-06-17 14:47:05
552,santitotorres,vtvuruguay,249,2020-06-17 08:45:13,2020-06-17 14:47:05
553,crlitvin,luiscus,250,2020-06-17 08:46:04,2020-06-17 14:47:05
554,marco610117,delicatessenuy,250,2020-06-17 08:46:04,2020-06-17 14:47:05
555,luiscus,luiscus,251,2020-06-17 08:46:20,2020-06-17 14:47:05
556,msoleduarte,crlitvin,252,2020-06-17 08:49:43,2020-06-17 14:47:05
557,nipponjudo,judoinside,253,2020-06-17 08:55:00,2020-06-17 14:47:05
558,aliciaocaso1,antarticouy,254,2020-06-17 08:55:31,2020-06-17 14:47:05
559,luisedujacome,standard_rscl,255,2020-06-17 08:57:11,2020-06-17 14:47:05
560,luisedujacome,proleaguebe,255,2020-06-17 08:57:11,2020-06-17 14:47:05
561,luisedujacome,jpleaguefr,255,2020-06-17 08:57:11,2020-06-17 14:47:05
562,pdesantaana,sup_uruguay,256,2020-06-17 08:58:57,2020-06-17 14:47:05
563,blita_intl,gtsuruguay,257,2020-06-17 09:00:05,2020-06-17 14:47:05
564,quekorra1,quekorra1,258,2020-06-17 09:00:33,2020-06-17 14:47:05
565,silvio_ita_,vtvnoticiasuy,258,2020-06-17 09:00:33,2020-06-17 14:47:05
566,silvio_ita_,vtvuruguay,258,2020-06-17 09:00:33,2020-06-17 14:47:05
567,joseveril,ernesto_talvi,259,2020-06-17 09:01:32,2020-06-17 14:47:05
568,jaeson_vm,quekorra1,260,2020-06-17 09:01:44,2020-06-17 14:47:05
569,inito70,faouruguay,261,2020-06-17 09:02:26,2020-06-17 14:47:05
570,faouruguay,faouruguay,262,2020-06-17 09:08:24,2020-06-17 14:47:05
571,faouruguay,faoamericas,262,2020-06-17 09:08:24,2020-06-17 14:47:05
572,faouruguay,rubenfloresec,262,2020-06-17 09:08:24,2020-06-17 14:47:05
573,rmallarini,luiscus,263,2020-06-17 09:16:33,2020-06-17 14:47:05
574,clavijo_martin,frente_amplio,264,2020-06-17 09:21:36,2020-06-17 14:47:05
575,techouy,techouy,265,2020-06-17 09:22:47,2020-06-17 14:47:05
576,louvitabar,luiscus,266,2020-06-17 09:23:40,2020-06-17 14:47:05
577,aidafue98173627,frente_amplio,267,2020-06-17 09:27:41,2020-06-17 14:47:05
578,fraquechristian,techouy,268,2020-06-17 09:28:35,2020-06-17 14:47:05
579,impuestosye,u24noticias,269,2020-06-17 09:31:02,2020-06-17 14:47:05
580,impuestosye,crlitvin,269,2020-06-17 09:31:02,2020-06-17 14:47:05
581,gabypereirafaro,standard_rscl,270,2020-06-17 09:31:10,2020-06-17 14:47:05
582,gabypereirafaro,proleaguebe,270,2020-06-17 09:31:10,2020-06-17 14:47:05
583,gabypereirafaro,jpleaguefr,270,2020-06-17 09:31:10,2020-06-17 14:47:05
584,crlitvin,u24noticias,271,2020-06-17 09:31:31,2020-06-17 14:47:05
585,crlitvin,crlitvin,271,2020-06-17 09:31:31,2020-06-17 14:47:05
586,gaston_fodere,vtvnoticiasuy,272,2020-06-17 09:40:33,2020-06-17 14:47:05
587,gaston_fodere,vtvuruguay,272,2020-06-17 09:40:33,2020-06-17 14:47:05
588,sugoi66,sugoi66,273,2020-06-17 09:42:24,2020-06-17 14:47:05
589,sofia14085316,sup_uruguay,274,2020-06-17 09:43:54,2020-06-17 14:47:05
590,paulagarat,brumcostaabgs,275,2020-06-17 09:51:10,2020-06-17 14:47:05
591,paulagarat,leoturf,275,2020-06-17 09:51:10,2020-06-17 14:47:05
592,uyderecho,brumcostaabgs,276,2020-06-17 09:52:00,2020-06-17 14:47:05
593,uyderecho,leoturf,276,2020-06-17 09:52:00,2020-06-17 14:47:05
594,dorkalobaton,panampost_es,277,2020-06-17 09:55:15,2020-06-17 14:47:05
595,brumcostaabgs,brumcostaabgs,278,2020-06-17 09:58:35,2020-06-17 14:47:05
596,brumcostaabgs,leoturf,278,2020-06-17 09:58:35,2020-06-17 14:47:05
597,leoturf,brumcostaabgs,279,2020-06-17 10:01:14,2020-06-17 14:47:05
598,leoturf,leoturf,279,2020-06-17 10:01:14,2020-06-17 14:47:05
599,ar1reforma,crlitvin,280,2020-06-17 10:14:24,2020-06-17 14:47:05
600,ar1reforma,u24noticias,280,2020-06-17 10:14:24,2020-06-17 14:47:05
601,jaeldelaluz1,elecodigitaluy,281,2020-06-17 10:15:54,2020-06-17 14:47:05
602,2020impuestos,u24noticias,282,2020-06-17 10:21:34,2020-06-17 14:47:05
603,2020impuestos,crlitvin,282,2020-06-17 10:21:34,2020-06-17 14:47:05
604,calulo,rubenfloresec,283,2020-06-17 10:23:36,2020-06-17 14:47:05
605,calulo,faouruguay,283,2020-06-17 10:23:36,2020-06-17 14:47:05
606,calulo,faoamericas,283,2020-06-17 10:23:36,2020-06-17 14:47:05
607,calulo,vicenteplatafao,284,2020-06-17 10:25:31,2020-06-17 14:47:05
608,calulo,faouruguay,284,2020-06-17 10:25:31,2020-06-17 14:47:05
609,pabloalfano,luiscus,285,2020-06-17 10:28:30,2020-06-17 14:47:05
610,castronovokoch,u24noticias,286,2020-06-17 10:35:19,2020-06-17 14:47:05
611,castronovokoch,crlitvin,286,2020-06-17 10:35:19,2020-06-17 14:47:05
612,presentes_docu,redeuropave,287,2020-06-17 10:39:54,2020-06-17 14:47:05
613,presentes_docu,telesurtv,287,2020-06-17 10:39:54,2020-06-17 14:47:05
614,presentes_docu,juventudpsuv,287,2020-06-17 10:39:54,2020-06-17 14:47:05
615,presentes_docu,vtvcanal8,287,2020-06-17 10:39:54,2020-06-17 14:47:05
616,presentes_docu,presentes_docu,287,2020-06-17 10:39:54,2020-06-17 14:47:05
617,jam250363,juventudpsuv,288,2020-06-17 10:43:34,2020-06-17 14:47:05
618,jam250363,vtvcanal8,288,2020-06-17 10:43:34,2020-06-17 14:47:05
619,jam250363,presentes_docu,288,2020-06-17 10:43:34,2020-06-17 14:47:05
620,jam250363,redeuropave,288,2020-06-17 10:43:34,2020-06-17 14:47:05
621,jam250363,telesurtv,288,2020-06-17 10:43:34,2020-06-17 14:47:05
622,carefrance,lacgtcommunique,289,2020-06-17 10:43:59,2020-06-17 14:47:05
623,carefrance,oit,289,2020-06-17 10:43:59,2020-06-17 14:47:05
624,carefrance,pso_actionaid,289,2020-06-17 10:43:59,2020-06-17 14:47:05
625,sebaibarra1983,verocab,290,2020-06-17 10:45:57,2020-06-17 14:47:05
626,sebaibarra1983,germanavilan,290,2020-06-17 10:45:57,2020-06-17 14:47:05
627,sebaibarra1983,meriparrado,290,2020-06-17 10:45:57,2020-06-17 14:47:05
628,sebaibarra1983,carasycaretasuy,290,2020-06-17 10:45:57,2020-06-17 14:47:05
629,sebaibarra1983,leagrille,290,2020-06-17 10:45:57,2020-06-17 14:47:05
